route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible
33-1054,_17HIV-H01J017I-Dimanche-01,35813116-_17HIV-H01J017I-Dimanche-01,LA CITÉ,0,4841921,330587,0
33-1054,_17HIV-H01J017I-Dimanche-01,35813117-_17HIV-H01J017I-Dimanche-01,LA CITÉ,0,4841991,330587,0
33-1054,_17HIV-H01J017I-Dimanche-01,35813118-_17HIV-H01J017I-Dimanche-01,LA CITÉ,0,4842025,330587,0
33-1054,_17HIV-H01J017I-Dimanche-01,35813119-_17HIV-H01J017I-Dimanche-01,LA CITÉ,0,4841971,330587,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813120-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841915,370382,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813121-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841914,370382,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813122-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841919,370382,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813123-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841937,370382,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813124-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841909,370382,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813125-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841932,370382,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813126-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841913,370382,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813127-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841943,370382,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813128-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841926,370382,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813129-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4842021,370382,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813130-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841995,370382,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813131-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4842012,370382,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813132-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841995,370382,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813133-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841938,370382,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813134-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841952,370382,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813135-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841971,370382,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813136-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841973,370382,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813137-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4842026,370382,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813138-_17HIV-H01J017I-Dimanche-01,CEGEP GROY,0,4841907,370383,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813139-_17HIV-H01J017I-Dimanche-01,CEGEP GROY,0,4841921,370383,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813140-_17HIV-H01J017I-Dimanche-01,CEGEP GROY,0,4841909,370383,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813141-_17HIV-H01J017I-Dimanche-01,CEGEP GROY,0,4841934,370383,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813142-_17HIV-H01J017I-Dimanche-01,CEGEP GROY,0,4841913,370383,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813143-_17HIV-H01J017I-Dimanche-01,CEGEP GROY,0,4841943,370383,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813144-_17HIV-H01J017I-Dimanche-01,CEGEP GROY,0,4841913,370383,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813145-_17HIV-H01J017I-Dimanche-01,CEGEP GROY,0,4842021,370383,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813146-_17HIV-H01J017I-Dimanche-01,CEGEP GROY,0,4841995,370383,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813147-_17HIV-H01J017I-Dimanche-01,CEGEP GROY,0,4842012,370383,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813148-_17HIV-H01J017I-Dimanche-01,CEGEP GROY,0,4841995,370383,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813149-_17HIV-H01J017I-Dimanche-01,CEGEP GROY,0,4841938,370383,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813150-_17HIV-H01J017I-Dimanche-01,CEGEP GROY,0,4841952,370383,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813151-_17HIV-H01J017I-Dimanche-01,CEGEP GROY,0,4841971,370383,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813152-_17HIV-H01J017I-Dimanche-01,CEGEP GROY,0,4841973,370383,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813153-_17HIV-H01J017I-Dimanche-01,CEGEP GROY,0,4841971,370383,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813154-_17HIV-H01J017I-Dimanche-01,CEGEP GROY,0,4841987,370383,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813155-_17HIV-H01J017I-Dimanche-01,CEGEP GROY,0,4842026,370383,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813156-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841942,370382,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813157-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841948,370382,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813158-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841908,370382,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813159-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841937,370382,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813160-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841999,370382,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813161-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4842014,370382,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813162-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841984,370382,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813163-_17HIV-H01J017I-Dimanche-01,CEGEP GROY,0,4841908,370383,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813164-_17HIV-H01J017I-Dimanche-01,CEGEP GROY,0,4841937,370383,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813165-_17HIV-H01J017I-Dimanche-01,CEGEP GROY,0,4841919,370383,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813166-_17HIV-H01J017I-Dimanche-01,CEGEP GROY,0,4842014,370383,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813167-_17HIV-H01J017I-Dimanche-01,CEGEP GROY,0,4841984,370383,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813168-_17HIV-H01J017I-Dimanche-01,CEGEP GROY,0,4842000,370383,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813169-_17HIV-H01J017I-Dimanche-01,CEGEP GROY,0,4841999,370383,0
39-1054,_17HIV-H01J017I-Dimanche-01,35813170-_17HIV-H01J017I-Dimanche-01,FREEMAN,0,4841927,390607,0
39-1054,_17HIV-H01J017I-Dimanche-01,35813171-_17HIV-H01J017I-Dimanche-01,FREEMAN,0,4841918,390607,0
49-1054,_17HIV-H01J017I-Dimanche-01,35813172-_17HIV-H01J017I-Dimanche-01,CEGEP GROY,0,4842001,490351,0
49-1054,_17HIV-H01J017I-Dimanche-01,35813173-_17HIV-H01J017I-Dimanche-01,CEGEP GROY,0,4841947,490351,0
49-1054,_17HIV-H01J017I-Dimanche-01,35813174-_17HIV-H01J017I-Dimanche-01,GAM.EMOND,0,4841959,490351,0
49-1054,_17HIV-H01J017I-Dimanche-01,35813175-_17HIV-H01J017I-Dimanche-01,GAM.EMOND,0,4841945,490351,0
49-1054,_17HIV-H01J017I-Dimanche-01,35813176-_17HIV-H01J017I-Dimanche-01,GAM.EMOND,0,4841959,490351,0
49-1054,_17HIV-H01J017I-Dimanche-01,35813177-_17HIV-H01J017I-Dimanche-01,GAM.EMOND,0,4841947,490351,0
49-1054,_17HIV-H01J017I-Dimanche-01,35813178-_17HIV-H01J017I-Dimanche-01,GAL.AYLMER,1,4841959,490352,0
49-1054,_17HIV-H01J017I-Dimanche-01,35813179-_17HIV-H01J017I-Dimanche-01,GAL.AYLMER,1,4841945,490352,0
49-1054,_17HIV-H01J017I-Dimanche-01,35813180-_17HIV-H01J017I-Dimanche-01,GAL.AYLMER,1,4841959,490352,0
49-1054,_17HIV-H01J017I-Dimanche-01,35813181-_17HIV-H01J017I-Dimanche-01,GAL.AYLMER,1,4841945,490352,0
49-1054,_17HIV-H01J017I-Dimanche-01,35813182-_17HIV-H01J017I-Dimanche-01,GAL.AYLMER,1,4841922,490352,0
49-1054,_17HIV-H01J017I-Dimanche-01,35813183-_17HIV-H01J017I-Dimanche-01,GAL.AYLMER,1,4841947,490352,0
49-1054,_17HIV-H01J017I-Dimanche-01,35813184-_17HIV-H01J017I-Dimanche-01,GAL.AYLMER,1,4842001,490352,0
49-1054,_17HIV-H01J017I-Dimanche-01,35813185-_17HIV-H01J017I-Dimanche-01,GAL.AYLMER,1,4841947,490352,0
221-1054,_17HIV-H01J017I-Dimanche-01,35813186-_17HIV-H01J017I-Dimanche-01,CASINO,0,4841929,2210162,0
221-1054,_17HIV-H01J017I-Dimanche-01,35813187-_17HIV-H01J017I-Dimanche-01,CASINO,1,4841929,2210161,0
221-1054,_17HIV-H01J017I-Dimanche-01,35813188-_17HIV-H01J017I-Dimanche-01,CASINO,0,4841994,2210162,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813189-_17HIV-H01J017I-Dimanche-01,CEGEP GROY,0,4842013,370383,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813190-_17HIV-H01J017I-Dimanche-01,CEGEP GROY,0,4841947,370383,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813191-_17HIV-H01J017I-Dimanche-01,CEGEP GROY,0,4841969,370383,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813192-_17HIV-H01J017I-Dimanche-01,CEGEP GROY,0,4841966,370383,0
37-1054,_17HIV-H01J017I-Dimanche-01,35813193-_17HIV-H01J017I-Dimanche-01,CEGEP GROY,0,4841939,370383,0
33-1054,_17HIV-H01J017I-Dimanche-01,35813194-_17HIV-H01J017I-Dimanche-01,LA CITÉ,0,4841907,330587,0
49-1054,_17HIV-H01J017I-Dimanche-01,35813195-_17HIV-H01J017I-Dimanche-01,GAL.AYLMER,1,4841947,490352,0
49-1054,_17HIV-H01J017I-Dimanche-01,35813196-_17HIV-H01J017I-Dimanche-01,GAL.AYLMER,1,4842001,490352,0
59-1054,_17HIV-H01J017I-Dimanche-01,35813197-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841921,590544,0
59-1054,_17HIV-H01J017I-Dimanche-01,35813198-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841903,590544,0
55-1054,_17HIV-H01J017I-Dimanche-01,35813199-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841915,550122,0
59-1054,_17HIV-H01J017I-Dimanche-01,35813200-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841930,590544,0
55-1054,_17HIV-H01J017I-Dimanche-01,35813201-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841905,550122,0
59-1054,_17HIV-H01J017I-Dimanche-01,35813202-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841922,590544,0
55-1054,_17HIV-H01J017I-Dimanche-01,35813203-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841908,550122,0
59-1054,_17HIV-H01J017I-Dimanche-01,35813204-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841927,590544,0
55-1054,_17HIV-H01J017I-Dimanche-01,35813205-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841937,550122,0
59-1054,_17HIV-H01J017I-Dimanche-01,35813206-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841994,590544,0
55-1054,_17HIV-H01J017I-Dimanche-01,35813207-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841949,550122,0
59-1054,_17HIV-H01J017I-Dimanche-01,35813208-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841917,590544,0
55-1054,_17HIV-H01J017I-Dimanche-01,35813209-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841942,550122,0
59-1054,_17HIV-H01J017I-Dimanche-01,35813210-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841932,590544,0
55-1054,_17HIV-H01J017I-Dimanche-01,35813211-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841928,550122,0
59-1054,_17HIV-H01J017I-Dimanche-01,35813212-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841958,590544,0
55-1054,_17HIV-H01J017I-Dimanche-01,35813213-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841948,550122,0
59-1054,_17HIV-H01J017I-Dimanche-01,35813214-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841957,590544,0
55-1054,_17HIV-H01J017I-Dimanche-01,35813215-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841999,550122,0
59-1054,_17HIV-H01J017I-Dimanche-01,35813216-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4842027,590544,0
55-1054,_17HIV-H01J017I-Dimanche-01,35813217-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841952,550122,0
59-1054,_17HIV-H01J017I-Dimanche-01,35813218-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4842004,590544,0
55-1054,_17HIV-H01J017I-Dimanche-01,35813219-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4842013,550122,0
59-1054,_17HIV-H01J017I-Dimanche-01,35813220-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841971,590544,0
55-1054,_17HIV-H01J017I-Dimanche-01,35813221-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841947,550122,0
59-1054,_17HIV-H01J017I-Dimanche-01,35813222-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841977,590544,0
55-1054,_17HIV-H01J017I-Dimanche-01,35813223-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841969,550122,0
59-1054,_17HIV-H01J017I-Dimanche-01,35813224-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841965,590544,0
55-1054,_17HIV-H01J017I-Dimanche-01,35813225-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841966,550122,0
59-1054,_17HIV-H01J017I-Dimanche-01,35813226-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841987,590544,0
55-1054,_17HIV-H01J017I-Dimanche-01,35813227-_17HIV-H01J017I-Dimanche-01,OTTAWA,1,4841985,550122,0
55-1054,_17HIV-H01J017I-Dimanche-01,35813228-_17HIV-H01J017I-Dimanche-01,POB ALLUM,0,4841913,550123,0
59-1054,_17HIV-H01J017I-Dimanche-01,35813229-_17HIV-H01J017I-Dimanche-01,POB ALLUM,0,4841922,590545,0
55-1054,_17HIV-H01J017I-Dimanche-01,35813230-_17HIV-H01J017I-Dimanche-01,POB ALLUM,0,4841915,550123,0
59-1054,_17HIV-H01J017I-Dimanche-01,35813231-_17HIV-H01J017I-Dimanche-01,POB ALLUM,0,4841930,590545,0
55-1054,_17HIV-H01J017I-Dimanche-01,35813232-_17HIV-H01J017I-Dimanche-01,POB ALLUM,0,4841905,550123,0
59-1054,_17HIV-H01J017I-Dimanche-01,35813233-_17HIV-H01J017I-Dimanche-01,POB ALLUM,0,4841927,590545,0
